Destination,District,Timespan,Review
Dehiwala Zoological Gardens,Colombo,2 years ago,"what a nice lovely place to visit, you don't need to travel far but make sure that you are there early in the morning to avoid the heat. the layout is excellent, all you have to do is follow the arrows which they are numbered, the only two …"
Dehiwala Zoological Gardens,Colombo,a year ago,"When I need ME TIME, the best place is the Zoo, I am a big animal lover, its true that they are caged, but we do get a chance to see and be with these lovely animal ♥. …"
Dehiwala Zoological Gardens,Colombo,a year ago,Really good experience for kids. Many animals are in the zoo. Museum is good. Can improve more in there.
Dehiwala Zoological Gardens,Colombo,3 months ago,Its a good place to visit. Many animals of threat of extinction are protected here.But we saw some animals such as the Brown Bear and a leapard were so bored since they were alone in their cages and they were stressed😢. The visitors try to …
Dehiwala Zoological Gardens,Colombo,10 months ago,"This is a best place for everyone because we can see many variety of animals, birds and etc... ."
Dehiwala Zoological Gardens,Colombo,a month ago,All kind of people's enjoy watching animals inside the cage for their and our safety. Very hygiene place and statute for their cleaning and administration staff to maintain safe and clean of the zoo
Dehiwala Zoological Gardens,Colombo,a month ago,Good place but   smell not good
Dehiwala Zoological Gardens,Colombo,7 months ago,Good place to take your kids to see wild animals
Dehiwala Zoological Gardens,Colombo,3 months ago,Place to visit and enjoy  with children through out the day.
Dehiwala Zoological Gardens,Colombo,9 months ago,Loved this place. A fun place to explore for both kids and adults alike.
Dehiwala Zoological Gardens,Colombo,4 years ago,Good experience for everyone.It is located in middle of Colombo easily can reach by any vehicle. Spread over a wide area.Maintanance at a perfect level.Almost all the animals that we want to see is there and the cages are well located.
Dehiwala Zoological Gardens,Colombo,3 weeks ago,I recently visited the Dehiwala Zoological Garden in Sri Lanka and had an incredible experience! This place is a true wildlife paradise and a must-visit for anyone traveling to Colombo or nearby areas. …
Dehiwala Zoological Gardens,Colombo,2 years ago,After many years with my family we have visited the Dehiwala Zoo (thats the name we call from the childhood). Its far better than before & there are lots of new things & improvements. We love the way of the Macaw parrots were amazing. …
Dehiwala Zoological Gardens,Colombo,3 months ago,Best place to go on vacation. Many animals can be seen
Dehiwala Zoological Gardens,Colombo,3 months ago,"A zoological garden does lot of work as far as conservation, education & research of animals are concerned.
One of the drawbacks here is no parking available for those who visit the zoo. …"
Dehiwala Zoological Gardens,Colombo,8 months ago,"National Zoological Gardens of Sri Lanka (also called Dehiwala Zoo or Colombo Zoo) is a zoological garden in Dehiwala, Sri Lanka, founded in 1936. It is home to various birds, mammals, reptiles, fish and amphibians"
Dehiwala Zoological Gardens,Colombo,5 years ago,"Decided to pay a visit to our zoo a few days ago, after so many years. Managed to capture a few pictures of these majestic creatures, many of which do not deserve to be caged up in such confined areas, as opposed to their natural habitats …"
Dehiwala Zoological Gardens,Colombo,a month ago,"I recently had the pleasure of visiting the Dehiwala Zoological Garden in Sri Lanka and it was a truly remarkable experience. The variety of animals and the attention to their care was impressive. From majestic elephants to colorful birds, …"
Dehiwala Zoological Gardens,Colombo,4 weeks ago,Felt so sorry about the animals. Maintenance very poor
Dehiwala Zoological Gardens,Colombo,5 years ago,I love the selection of plants but wish they had more signage regarding the plants. Last time i was here was 10 year's ago.so much has changed. Good improvements. Still some of the a animals cages need upgrading. Worth going with kids. Will be slugged extra to visit because you are a foreigner.
Dehiwala Zoological Gardens,Colombo,4 weeks ago,"Amazing place! A lot of varieties of animals are there and if you want to buy food, there is a restaurant and food stalls around the zoo. Highly recommend it"
Dehiwala Zoological Gardens,Colombo,a year ago,You can enjoy alot in here.. Youve got more information about animals to teach or show to your kids
Dehiwala Zoological Gardens,Colombo,4 years ago,"Amazing zoo in the middle of city , many animals at this zoo as I had visited many zoo in other countries I can rate this zoo 3 Rd place . I had visited 4 time to this place Everytime it's getting better service now they offer buggy service …"
Dehiwala Zoological Gardens,Colombo,10 months ago,Lovely place. But personally I'm not happy with the way some animals are confined and the space provided to them.
Dehiwala Zoological Gardens,Colombo,2 months ago,Veey good 👍 but some animals are missing. Enjoyed feeding deers. Elephant dance was okay but get there early so u can get seats. Crowded on weekends though. …
Dehiwala Zoological Gardens,Colombo,4 years ago,We used the buggy service (a small golf cart which can carry  up to 8 people) to get around quickly. That service was 2000Rupees for 2hours. Forigners are charged 700  Ruppees for the entrance fee. Entrance fee is 100 Ruppees for …
Dehiwala Zoological Gardens,Colombo,3 years ago,"Visited here on our last day in Sri Lanka last week.
A lot can be said about a country by the state of its zoos..
This zoo was well maintained, plenty of staff and room for the animals to roam …"
Dehiwala Zoological Gardens,Colombo,5 years ago,"A beautiful place to have some fun with kids and family. Kids will enjoy thoroughly when they see the wild animals. Different variety of animals fish, and birds are kept here for sight. …"
Dehiwala Zoological Gardens,Colombo,2 years ago,"The conditions of the elephants could be improved greatly. Stop treating animals cruelly. The zoo keeper was scaring the elephants with a sharp needle like pole. Either give the animals their freedom and shut the zoo down, or transfer them …"
Dehiwala Zoological Gardens,Colombo,10 months ago,One of the best tourist attractive place in Sri Lanka. For local public this is a budget place to visit. …
Dehiwala Zoological Gardens,Colombo,3 months ago,"Crowded place, can bring ur children to see lots of vary animal at one place"
Dehiwala Zoological Gardens,Colombo,4 years ago,Not the best facilities for all of the animals but the majority of them seemed healthy. …
Dehiwala Zoological Gardens,Colombo,a month ago,"The Dehiwala Zoo in Colombo, Sri Lanka, is a mixed bag of emotions for animal enthusiasts and conservationists alike. While it offers a glimpse into the world of exotic creatures, it's impossible to ignore the ethical concerns that surround …"
Dehiwala Zoological Gardens,Colombo,3 years ago,Good. But maintenance are in poor condition and must pay a good attention on cleanlines. Food and clildren play items are in a  very reasonable price. But I had to buy a 1.5 water bottle for Rs 100. Bt its controlled price is Rs 70. However …
Dehiwala Zoological Gardens,Colombo,5 years ago,"Best place to spend a day with family and kids. Lots of animals , birds and reptiles. Several animal shows available starting from sea lion , elephant and bird shows. Various informatory facts are also shared. Kids play area also available for kids to spend their time. Renovations going on."
Dehiwala Zoological Gardens,Colombo,5 months ago,Fairly safe. Their are plenty of animals to watch
